ticketid;description;reportedby;reportdate;cinum;internalpriority;reportedpriority;siteid5;status;owner;ownergroup;assetnum;failurecode;failurereportid;linenum;orgid;siteid;ticketclass;ticketid1;type;wonum;description2;failurecode3;failurecodeid;orgid4
5687477;FALLA INTERNET;Tony Camey.;4/01/2017 5:38;82974;5;;BUC;CLOSED;;PEBUCOW;;10212905;261924;5767;COMCEL;;INCIDENT;5687477;REMEDY;;Corrimiento de reserva y fusion;10212905;1884;COMCEL
5687495;DWDM Entre Rios 2 - Cuyamel;ON-MINOR;4/01/2017 6:16;ON_TELL@NODO-10600;;;ON;CLOSED;;PEINGZCP;;9011;261907;1909;COMCEL;;INCIDENT;5687495;PROBLEM;;Indeterminado;9011;901;COMCEL
5687495;DWDM Entre Rios 2 - Cuyamel;ON-MINOR;4/01/2017 6:16;ON_TELL@NODO-10600;;;ON;CLOSED;;PEINGZCP;;901101;261909;1911;COMCEL;;INCIDENT;5687495;CAUSE;;Sin intervencion;901101;903;COMCEL
5687495;DWDM Entre Rios 2 - Cuyamel;ON-MINOR;4/01/2017 6:16;ON_TELL@NODO-10600;;;ON;CLOSED;;PEINGZCP;;90110101;261910;4485;COMCEL;;INCIDENT;5687495;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5687575;FALLA CORE TX - AFECTACION;;4/01/2017 7:00;U2000A@10.2.206.70;4;;OT;CLOSED;;RF-ESC02;;2112;262006;1943;COMCEL;;INCIDENT;5687575;PROBLEM;;EQUIPO - HUAWEI IP RAN;2112;634;COMCEL
5687575;FALLA CORE TX - AFECTACION;;4/01/2017 7:00;U2000A@10.2.206.70;4;;OT;CLOSED;;RF-ESC02;;211209;262007;2883;COMCEL;;INCIDENT;5687575;CAUSE;;Loop logico;211209;1068;COMCEL
5687575;FALLA CORE TX - AFECTACION;;4/01/2017 7:00;U2000A@10.2.206.70;4;;OT;CLOSED;;RF-ESC02;;21120901;262008;2885;COMCEL;;INCIDENT;5687575;REMEDY;;Retiro loop logico;21120901;1069;COMCEL
5687582;FALLA CORE TX - RIESGO;;4/01/2017 7:28;TE22001;4;5;OT;CLOSED;;RF-MET03;;2081;262024;2629;COMCEL;;INCIDENT;5687582;PROBLEM;;EQUIPO - NANO;2081;1034;COMCEL
5687582;FALLA CORE TX - RIESGO;;4/01/2017 7:28;TE22001;4;5;OT;CLOSED;;RF-MET03;;201107;262025;2711;COMCEL;;INCIDENT;5687582;CAUSE;;tarjeta Inhibida;201107;143;COMCEL
5687582;FALLA CORE TX - RIESGO;;4/01/2017 7:28;TE22001;4;5;OT;CLOSED;;RF-MET03;;20310103;262026;2713;COMCEL;;INCIDENT;5687582;REMEDY;;reinicio tarjeta;20310103;361;COMCEL
5687644;FALLA CORE TX - RIESGO;;4/01/2017 8:28;TELL@BSA.TE10600;4;5;OT;CLOSED;;PW-IZB02;;7011;262111;1713;COMCEL;;INCIDENT;5687644;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5687644;FALLA CORE TX - RIESGO;;4/01/2017 8:28;TELL@BSA.TE10600;4;5;OT;CLOSED;;PW-IZB02;;701101;262112;1719;COMCEL;;INCIDENT;5687644;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5687644;FALLA CORE TX - RIESGO;;4/01/2017 8:28;TELL@BSA.TE10600;4;5;OT;CLOSED;;PW-IZB02;;70110101;262113;1759;COMCEL;;INCIDENT;5687644;REMEDY;;reconexion de energia;70110101;691;COMCEL
5687664;FALLA CORE TX - RIESGO;;4/01/2017 8:34;TELL@BSA.TE10650;4;5;OT;CLOSED;;TXSUPENG;;7011;262108;1713;COMCEL;;INCIDENT;5687664;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5687664;FALLA CORE TX - RIESGO;;4/01/2017 8:34;TELL@BSA.TE10650;4;5;OT;CLOSED;;TXSUPENG;;701101;262109;1719;COMCEL;;INCIDENT;5687664;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5687664;FALLA CORE TX - RIESGO;;4/01/2017 8:34;TELL@BSA.TE10650;4;5;OT;CLOSED;;TXSUPENG;;70110101;262110;1759;COMCEL;;INCIDENT;5687664;REMEDY;;reconexion de energia;70110101;691;COMCEL
5687669;FALLA DATOS;gerber zacarias;4/01/2017 8:42;82218;4;;BUC;CLOSED;;PEBUCOW;;1021;261943;1047;COMCEL;;INCIDENT;5687669;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5687669;FALLA DATOS;gerber zacarias;4/01/2017 8:42;82218;4;;BUC;CLOSED;;PEBUCOW;;102121;261944;1097;COMCEL;;INCIDENT;5687669;CAUSE;;Patchcord da馻do;102121;108;COMCEL
5687669;FALLA DATOS;gerber zacarias;4/01/2017 8:42;82218;4;;BUC;CLOSED;;PEBUCOW;;10210104;261945;1153;COMCEL;;INCIDENT;5687669;REMEDY;;cambio patchcord;10210104;125;COMCEL
5687710;FALLA CORE TX - AFECTACION;;4/01/2017 9:19;IPRAN@ATN.10.245.223.84;4;;OT;CLOSED;;PESOLSCH;;1021;262102;1047;COMCEL;;INCIDENT;5687710;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5687710;FALLA CORE TX - AFECTACION;;4/01/2017 9:19;IPRAN@ATN.10.245.223.84;4;;OT;CLOSED;;PESOLSCH;;102101;262103;1055;COMCEL;;INCIDENT;5687710;CAUSE;;Roedor se come la fibra;102101;68;COMCEL
5687710;FALLA CORE TX - AFECTACION;;4/01/2017 9:19;IPRAN@ATN.10.245.223.84;4;;OT;CLOSED;;PESOLSCH;;10210101;262104;1107;COMCEL;;INCIDENT;5687710;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5687714;FALLA TELEFONIA;Karina sosa;4/01/2017 9:24;55758;5;;BUC;CLOSED;;PEBUCOW;;1021;262030;1047;COMCEL;;INCIDENT;5687714;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5687714;FALLA TELEFONIA;Karina sosa;4/01/2017 9:24;55758;5;;BUC;CLOSED;;PEBUCOW;;102127;262032;4731;COMCEL;;INCIDENT;5687714;CAUSE;;Manipulacion de hilo en bandeja;102127;1549;COMCEL
5687714;FALLA TELEFONIA;Karina sosa;4/01/2017 9:24;55758;5;;BUC;CLOSED;;PEBUCOW;;10212701;262034;4733;COMCEL;;INCIDENT;5687714;REMEDY;;Fusion de hilos de fibra;10212701;1550;COMCEL
5687781;FALLA CORE TX - RIESGO;RRIVASP;4/01/2017 9:57;GUA160;5;5;OT;CLOSED;;OT_NOC;;7011;262156;1713;COMCEL;;INCIDENT;5687781;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5687781;FALLA CORE TX - RIESGO;RRIVASP;4/01/2017 9:57;GUA160;5;5;OT;CLOSED;;OT_NOC;;701116;262157;1755;COMCEL;;INCIDENT;5687781;CAUSE;;AA Congelado;701116;687;COMCEL
5687781;FALLA CORE TX - RIESGO;RRIVASP;4/01/2017 9:57;GUA160;5;5;OT;CLOSED;;OT_NOC;;70110116;262158;1789;COMCEL;;INCIDENT;5687781;REMEDY;;revision AA;70110116;721;COMCEL
5687929;FALLA INTERNET;joselin zamora;4/01/2017 11:05;74524;4;;BUC;CLOSED;;PEINGZCP;;1021;262059;1047;COMCEL;;INCIDENT;5687929;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5687929;FALLA INTERNET;joselin zamora;4/01/2017 11:05;74524;4;;BUC;CLOSED;;PEINGZCP;;102110;262063;1075;COMCEL;;INCIDENT;5687929;CAUSE;;Corte Hilo de Fibra;102110;86;COMCEL
5687929;FALLA INTERNET;joselin zamora;4/01/2017 11:05;74524;4;;BUC;CLOSED;;PEINGZCP;;10210101;262064;1131;COMCEL;;INCIDENT;5687929;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5688019;ASISTENCIA FIELD SERVICE;;4/01/2017 12:00;WGUA925;;3;OT;CLOSED;CRHERNANDEZ;;;2031;262582;1393;COMCEL;;INCIDENT;5688019;PROBLEM;;EQUIPO - IMC;2031;341;COMCEL
5688019;ASISTENCIA FIELD SERVICE;;4/01/2017 12:00;WGUA925;;3;OT;CLOSED;CRHERNANDEZ;;;201202;262583;2745;COMCEL;;INCIDENT;5688019;CAUSE;;Configuracion;201202;167;COMCEL
5688019;ASISTENCIA FIELD SERVICE;;4/01/2017 12:00;WGUA925;;3;OT;CLOSED;CRHERNANDEZ;;;50110105;262584;6515;COMCEL;;INCIDENT;5688019;REMEDY;;cambio de puerto;50110105;1933;COMCEL
5688021;FALLA CORE TX - AFECTACION;;4/01/2017 12:01;TELL@BSA.TE616;3;;OT;CLOSED;;MASTERTX;;1021;262105;1047;COMCEL;;INCIDENT;5688021;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5688021;FALLA CORE TX - AFECTACION;;4/01/2017 12:01;TELL@BSA.TE616;3;;OT;CLOSED;;MASTERTX;;102101;262106;1055;COMCEL;;INCIDENT;5688021;CAUSE;;Roedor se come la fibra;102101;68;COMCEL
5688021;FALLA CORE TX - AFECTACION;;4/01/2017 12:01;TELL@BSA.TE616;3;;OT;CLOSED;;MASTERTX;;10210101;262107;1107;COMCEL;;INCIDENT;5688021;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5688037;ASISITENCIA FIELD SERVICE;;4/01/2017 12:11;WGUA036;;5;OT;CLOSED;;PEINGCTR;;;;;;;;;;;;;;
5688043;FALLA CORE TX - REVISAR;;4/01/2017 12:12;O&M@TXSUPPORT;3;;OT;CLOSED;;UFINET;;9011;262126;1909;COMCEL;;INCIDENT;5688043;PROBLEM;;Indeterminado;9011;901;COMCEL
5688043;FALLA CORE TX - REVISAR;;4/01/2017 12:12;O&M@TXSUPPORT;3;;OT;CLOSED;;UFINET;;901101;262127;1911;COMCEL;;INCIDENT;5688043;CAUSE;;Sin intervencion;901101;903;COMCEL
5688043;FALLA CORE TX - REVISAR;;4/01/2017 12:12;O&M@TXSUPPORT;3;;OT;CLOSED;;UFINET;;90110101;262128;4485;COMCEL;;INCIDENT;5688043;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5688133;FALLA CORE TX - RIESGO;;4/01/2017 12:43;RECTIFICADOR@DELTA172.33.144.11;4;5;OT;CLOSED;;RF-MET03;;7011;262065;1713;COMCEL;;INCIDENT;5688133;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5688133;FALLA CORE TX - RIESGO;;4/01/2017 12:43;RECTIFICADOR@DELTA172.33.144.11;4;5;OT;CLOSED;;RF-MET03;;701108;262066;1737;COMCEL;;INCIDENT;5688133;CAUSE;;Rectificador Inhibido;701108;594;COMCEL
5688170;FALLA INTERNET;eduardo duarte.;4/01/2017 13:18;41443;5;;BUC;CLOSED;;PEBUCOW;;1021;262262;1047;COMCEL;;INCIDENT;5688170;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5688170;FALLA INTERNET;eduardo duarte.;4/01/2017 13:18;41443;5;;BUC;CLOSED;;PEBUCOW;;102110;262263;1075;COMCEL;;INCIDENT;5688170;CAUSE;;Corte Hilo de Fibra;102110;86;COMCEL
5688170;FALLA INTERNET;eduardo duarte.;4/01/2017 13:18;41443;5;;BUC;CLOSED;;PEBUCOW;;10210106;262264;2579;COMCEL;;INCIDENT;5688170;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5688171;FALLA CORE TX - AFECTACION;;4/01/2017 13:18;IPRAN@ATN.10.245.201.91;3;;OT;CLOSED;;PESOLHHT;;1021;262147;1047;COMCEL;;INCIDENT;5688171;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5688171;FALLA CORE TX - AFECTACION;;4/01/2017 13:18;IPRAN@ATN.10.245.201.91;3;;OT;CLOSED;;PESOLHHT;;102121;262148;1097;COMCEL;;INCIDENT;5688171;CAUSE;;Patchcord da馻do;102121;108;COMCEL
5688171;FALLA CORE TX - AFECTACION;;4/01/2017 13:18;IPRAN@ATN.10.245.201.91;3;;OT;CLOSED;;PESOLHHT;;10210104;262149;1153;COMCEL;;INCIDENT;5688171;REMEDY;;cambio patchcord;10210104;125;COMCEL
5688208;FALLA INTERNET;pablo.;4/01/2017 14:01;71666;5;;BUC;CLOSED;;MEBUCOW;;;;;;;;;;;;;;
5688236;FALLA CORE TX - RIESGO;;4/01/2017 14:50;RECTIFICADOR@EMERSON172.33.144.10;2;;OT;CLOSED;;TXSUPENG;;9011;262132;1909;COMCEL;;INCIDENT;5688236;PROBLEM;;Indeterminado;9011;901;COMCEL
5688236;FALLA CORE TX - RIESGO;;4/01/2017 14:50;RECTIFICADOR@EMERSON172.33.144.10;2;;OT;CLOSED;;TXSUPENG;;901101;262133;1911;COMCEL;;INCIDENT;5688236;CAUSE;;Sin intervencion;901101;903;COMCEL
5688236;FALLA CORE TX - RIESGO;;4/01/2017 14:50;RECTIFICADOR@EMERSON172.33.144.10;2;;OT;CLOSED;;TXSUPENG;;90110101;262134;4485;COMCEL;;INCIDENT;5688236;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5688284;FALLA TELEFONIA;Myra legon;4/01/2017 15:16;61847;5;;BUC;CLOSED;;MEBUCOW;;2031;262212;1393;COMCEL;;INCIDENT;5688284;PROBLEM;;EQUIPO - IMC;2031;341;COMCEL
5688345;FALLA CORE TX - RIESGO;;4/01/2017 16:28;IPRAN@ATN.10.245.201.9;2;;OT;CLOSED;;PESOLHHT;;1021;262153;1047;COMCEL;;INCIDENT;5688345;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5688345;FALLA CORE TX - RIESGO;;4/01/2017 16:28;IPRAN@ATN.10.245.201.9;2;;OT;CLOSED;;PESOLHHT;;102121;262154;1097;COMCEL;;INCIDENT;5688345;CAUSE;;Patchcord da馻do;102121;108;COMCEL
5688345;FALLA CORE TX - RIESGO;;4/01/2017 16:28;IPRAN@ATN.10.245.201.9;2;;OT;CLOSED;;PESOLHHT;;10210104;262155;1153;COMCEL;;INCIDENT;5688345;REMEDY;;cambio patchcord;10210104;125;COMCEL
5688354;FALLA CORE TX - AFECTACION;;4/01/2017 16:38;IPRAN@ALU.10.20.4.74;3;5;OT;CLOSED;;RF-IZB03;;7011;262409;1713;COMCEL;;INCIDENT;5688354;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5688354;FALLA CORE TX - AFECTACION;;4/01/2017 16:38;IPRAN@ALU.10.20.4.74;3;5;OT;CLOSED;;RF-IZB03;;701101;262410;1719;COMCEL;;INCIDENT;5688354;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5688354;FALLA CORE TX - AFECTACION;;4/01/2017 16:38;IPRAN@ALU.10.20.4.74;3;5;OT;CLOSED;;RF-IZB03;;70110101;262411;1759;COMCEL;;INCIDENT;5688354;REMEDY;;reconexion de energia;70110101;691;COMCEL
5688363;FALLA INTERNET;Kevin Cruz-;4/01/2017 16:59;88904;5;;BUC;CLOSED;;PEBUCOW;;1021;262191;1047;COMCEL;;INCIDENT;5688363;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5688363;FALLA INTERNET;Kevin Cruz-;4/01/2017 16:59;88904;5;;BUC;CLOSED;;PEBUCOW;;102102;262192;1059;COMCEL;;INCIDENT;5688363;CAUSE;;Atenuacion de fibra;102102;70;COMCEL
5688461;FALLA CORE TX - RIESGO;;4/01/2017 18:52;TELL@BSA.TE1640;2;;OT;CLOSED;;TXSUPENG;;7011;262254;1713;COMCEL;;INCIDENT;5688461;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5688461;FALLA CORE TX - RIESGO;;4/01/2017 18:52;TELL@BSA.TE1640;2;;OT;CLOSED;;TXSUPENG;;701101;262255;1719;COMCEL;;INCIDENT;5688461;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5688461;FALLA CORE TX - RIESGO;;4/01/2017 18:52;TELL@BSA.TE1640;2;;OT;CLOSED;;TXSUPENG;;70110101;262256;1759;COMCEL;;INCIDENT;5688461;REMEDY;;reconexion de energia;70110101;691;COMCEL
5688528;FALLA CORE TX - AFECTACION;DPEREZM;4/01/2017 21:59;ROADM@ALU.JUTIAPA_CD1;4;;OT;CLOSED;;PEINGJTP;;1021;262159;1047;COMCEL;;INCIDENT;5688528;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5688528;FALLA CORE TX - AFECTACION;DPEREZM;4/01/2017 21:59;ROADM@ALU.JUTIAPA_CD1;4;;OT;CLOSED;;PEINGJTP;;102103;262160;1061;COMCEL;;INCIDENT;5688528;CAUSE;;Balazo en fibra;102103;72;COMCEL
5688528;FALLA CORE TX - AFECTACION;DPEREZM;4/01/2017 21:59;ROADM@ALU.JUTIAPA_CD1;4;;OT;CLOSED;;PEINGJTP;;10210106;262161;2565;COMCEL;;INCIDENT;5688528;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5688758;Incidente en NODO 覲TICO TO6658A, JP7652A;GPINEDA;5/01/2017 7:58;HFC@JP7652A;;;TH;CLOSED;;PEINGCTR;;1021;262278;1047;COMCEL;;INCIDENT;5688758;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5688758;Incidente en NODO 覲TICO TO6658A, JP7652A;GPINEDA;5/01/2017 7:58;HFC@JP7652A;;;TH;CLOSED;;PEINGCTR;;102107;262279;1069;COMCEL;;INCIDENT;5688758;CAUSE;;Camion se pasa llevando la fibra;102107;80;COMCEL
5688758;Incidente en NODO 覲TICO TO6658A, JP7652A;GPINEDA;5/01/2017 7:58;HFC@JP7652A;;;TH;CLOSED;;PEINGCTR;;10210101;262280;1123;COMCEL;;INCIDENT;5688758;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5688765;Incidente en NODO 覲TICO JP7551A JP7350A;GPINEDA;5/01/2017 8:05;HFC@JP7551A;;;TH;CLOSED;;MASTERTX;;;;;;;;;;;;;;
5688788;FALLA CORE TX - AFECTACION;;5/01/2017 8:15;IPRAN@ALU.10.20.0.20;3;;OT;CLOSED;;PEINGCTR;;1021;262257;1047;COMCEL;;INCIDENT;5688788;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5688788;FALLA CORE TX - AFECTACION;;5/01/2017 8:15;IPRAN@ALU.10.20.0.20;3;;OT;CLOSED;;PEINGCTR;;102105;262258;1065;COMCEL;;INCIDENT;5688788;CAUSE;;Caida de Poste corta la fibra;102105;76;COMCEL
5688788;FALLA CORE TX - AFECTACION;;5/01/2017 8:15;IPRAN@ALU.10.20.0.20;3;;OT;CLOSED;;PEINGCTR;;10210101;262259;1119;COMCEL;;INCIDENT;5688788;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5688837;FALLA CORE TX - AFECTACION;;5/01/2017 9:22;DWDM@HUAWEI.VIRGINIA;4;;OT;CLOSED;;UFINET;;1021;262381;1047;COMCEL;;INCIDENT;5688837;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5688837;FALLA CORE TX - AFECTACION;;5/01/2017 9:22;DWDM@HUAWEI.VIRGINIA;4;;OT;CLOSED;;UFINET;;102117;262382;1089;COMCEL;;INCIDENT;5688837;CAUSE;;Machetazo en fibra;102117;100;COMCEL
5688863;FALLA CORE TX - RIESGO;;5/01/2017 9:53;TE-22015;4;5;OT;CLOSED;;RF-QTZ02;;7011;262470;1713;COMCEL;;INCIDENT;5688863;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5688863;FALLA CORE TX - RIESGO;;5/01/2017 9:53;TE-22015;4;5;OT;CLOSED;;RF-QTZ02;;701102;262471;1721;COMCEL;;INCIDENT;5688863;CAUSE;;FlipOn Disparado;701102;582;COMCEL
5688863;FALLA CORE TX - RIESGO;;5/01/2017 9:53;TE-22015;4;5;OT;CLOSED;;RF-QTZ02;;70110102;262472;1761;COMCEL;;INCIDENT;5688863;REMEDY;;Electrinicidad restablecida;70110102;693;COMCEL
5688866;FALLA CORE TX - RIESGO;;5/01/2017 9:57;TE25;4;5;OT;CLOSED;;RF-HHT03;;7011;262473;1713;COMCEL;;INCIDENT;5688866;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5688866;FALLA CORE TX - RIESGO;;5/01/2017 9:57;TE25;4;5;OT;CLOSED;;RF-HHT03;;701102;262474;1721;COMCEL;;INCIDENT;5688866;CAUSE;;FlipOn Disparado;701102;582;COMCEL
5688866;FALLA CORE TX - RIESGO;;5/01/2017 9:57;TE25;4;5;OT;CLOSED;;RF-HHT03;;70110102;262475;1761;COMCEL;;INCIDENT;5688866;REMEDY;;Electrinicidad restablecida;70110102;693;COMCEL
5688879;FALLA CORE TX - AFECTACION;;5/01/2017 10:17;IPRAN@ATN.10.245.221.11;4;;OT;CLOSED;;PESOLSCH;;1021;262314;1047;COMCEL;;INCIDENT;5688879;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5688879;FALLA CORE TX - AFECTACION;;5/01/2017 10:17;IPRAN@ATN.10.245.221.11;4;;OT;CLOSED;;PESOLSCH;;102101;262315;1055;COMCEL;;INCIDENT;5688879;CAUSE;;Roedor se come la fibra;102101;68;COMCEL
5688879;FALLA CORE TX - AFECTACION;;5/01/2017 10:17;IPRAN@ATN.10.245.221.11;4;;OT;CLOSED;;PESOLSCH;;10210101;262316;1107;COMCEL;;INCIDENT;5688879;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5688911;FALLA CORE TX - RIESGO;;5/01/2017 10:37;TELL@BSA.TE1561;4;5;OT;CLOSED;;PW-GUA05;;7011;262351;1713;COMCEL;;INCIDENT;5688911;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5688911;FALLA CORE TX - RIESGO;;5/01/2017 10:37;TELL@BSA.TE1561;4;5;OT;CLOSED;;PW-GUA05;;701121;262352;4027;COMCEL;;INCIDENT;5688911;CAUSE;;AA Inhibido;701121;1211;COMCEL
5688911;FALLA CORE TX - RIESGO;;5/01/2017 10:37;TELL@BSA.TE1561;4;5;OT;CLOSED;;PW-GUA05;;70112101;262353;4029;COMCEL;;INCIDENT;5688911;REMEDY;;Reseteo de aire acondicionado;70112101;1212;COMCEL
5688932;FALLA CORE TX - RIESGO;;5/01/2017 10:46;RECTIFICADOR@EMERSON10.25.4.82;4;;OT;CLOSED;;TXSUPENG;;9011;262232;1909;COMCEL;;INCIDENT;5688932;PROBLEM;;Indeterminado;9011;901;COMCEL
5688932;FALLA CORE TX - RIESGO;;5/01/2017 10:46;RECTIFICADOR@EMERSON10.25.4.82;4;;OT;CLOSED;;TXSUPENG;;901101;262281;1911;COMCEL;;INCIDENT;5688932;CAUSE;;Sin intervencion;901101;903;COMCEL
5688932;FALLA CORE TX - RIESGO;;5/01/2017 10:46;RECTIFICADOR@EMERSON10.25.4.82;4;;OT;CLOSED;;TXSUPENG;;90110101;262282;4485;COMCEL;;INCIDENT;5688932;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5688972;FALLA INTERNET;Gloria Garcia -;5/01/2017 11:16;69503;5;;BUC;CLOSED;;PEBUCOW;;4011;262304;1579;COMCEL;;INCIDENT;5688972;PROBLEM;;CONEXI覰 - CONEXI覰 F蚐ICA;4011;821;COMCEL
5688972;FALLA INTERNET;Gloria Garcia -;5/01/2017 11:16;69503;5;;BUC;CLOSED;;PEBUCOW;;401112;262305;4649;COMCEL;;INCIDENT;5688972;CAUSE;;Cruce de Cableado;401112;1512;COMCEL
5688972;FALLA INTERNET;Gloria Garcia -;5/01/2017 11:16;69503;5;;BUC;CLOSED;;PEBUCOW;;40111201;262306;4651;COMCEL;;INCIDENT;5688972;REMEDY;;Reconexion Correcta de Cableado;40111201;1513;COMCEL
5688984;FALLA CORE TX - RIESGO;;5/01/2017 11:33;IPRAN@ALU.10.20.1.28;4;;OT;CLOSED;;TXSUPENG;;9011;262292;1909;COMCEL;;INCIDENT;5688984;PROBLEM;;Indeterminado;9011;901;COMCEL
5688984;FALLA CORE TX - RIESGO;;5/01/2017 11:33;IPRAN@ALU.10.20.1.28;4;;OT;CLOSED;;TXSUPENG;;901101;262293;1911;COMCEL;;INCIDENT;5688984;CAUSE;;Sin intervencion;901101;903;COMCEL
5688984;FALLA CORE TX - RIESGO;;5/01/2017 11:33;IPRAN@ALU.10.20.1.28;4;;OT;CLOSED;;TXSUPENG;;90110101;262294;4485;COMCEL;;INCIDENT;5688984;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5689158;FALLA CORE TX - AFECTACION;;5/01/2017 14:57;IPRAN@ATN.10.245.223.84;3;5;OT;CLOSED;;PESOLSCH;;1021;262449;1047;COMCEL;;INCIDENT;5689158;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5689158;FALLA CORE TX - AFECTACION;;5/01/2017 14:57;IPRAN@ATN.10.245.223.84;3;5;OT;CLOSED;;PESOLSCH;;102115;262450;1085;COMCEL;;INCIDENT;5689158;CAUSE;;Incendio en fibra;102115;96;COMCEL
5689158;FALLA CORE TX - AFECTACION;;5/01/2017 14:57;IPRAN@ATN.10.245.223.84;3;5;OT;CLOSED;;PESOLSCH;;10210101;262451;1141;COMCEL;;INCIDENT;5689158;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5689197;FALLA DATOS;CArlos sosa-;5/01/2017 15:52;85132;5;;BUC;CLOSED;;PEBUCOW;;1031;262458;5153;COMCEL;;INCIDENT;5689197;PROBLEM;;ATENUACION DE FIBRA;1031;1753;COMCEL
5689197;FALLA DATOS;CArlos sosa-;5/01/2017 15:52;85132;5;;BUC;CLOSED;;PEBUCOW;;103101;262459;5155;COMCEL;;INCIDENT;5689197;CAUSE;;Error humano;103101;1754;COMCEL
5689197;FALLA DATOS;CArlos sosa-;5/01/2017 15:52;85132;5;;BUC;CLOSED;;PEBUCOW;;10310106;262460;5195;COMCEL;;INCIDENT;5689197;REMEDY;;Reparaci髇 de bufer o hilos afectados;10310106;1773;COMCEL
5689200;FALLA DATOS;Allan Vasquez,;5/01/2017 15:55;70268;4;;BUC;CLOSED;;PEBUCOW;;1021;262399;1047;COMCEL;;INCIDENT;5689200;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5689200;FALLA DATOS;Allan Vasquez,;5/01/2017 15:55;70268;4;;BUC;CLOSED;;PEBUCOW;;102121;262400;1097;COMCEL;;INCIDENT;5689200;CAUSE;;Patchcord da馻do;102121;108;COMCEL
5689200;FALLA DATOS;Allan Vasquez,;5/01/2017 15:55;70268;4;;BUC;CLOSED;;PEBUCOW;;10210104;262401;1153;COMCEL;;INCIDENT;5689200;REMEDY;;cambio patchcord;10210104;125;COMCEL
5689334;FALLA CORE TX - AFECTACION;;5/01/2017 17:27;IPRAN@ALU.10.20.5.6;3;;OT;CLOSED;;PEINGJTP;;1021;262428;1047;COMCEL;;INCIDENT;5689334;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5689334;FALLA CORE TX - AFECTACION;;5/01/2017 17:27;IPRAN@ALU.10.20.5.6;3;;OT;CLOSED;;PEINGJTP;;102121;262429;1097;COMCEL;;INCIDENT;5689334;CAUSE;;Patchcord da馻do;102121;108;COMCEL
5689334;FALLA CORE TX - AFECTACION;;5/01/2017 17:27;IPRAN@ALU.10.20.5.6;3;;OT;CLOSED;;PEINGJTP;;10210104;262430;1153;COMCEL;;INCIDENT;5689334;REMEDY;;cambio patchcord;10210104;125;COMCEL
